lemma,poscode,surface
Cost Reduction Consultancy,3,Cost Reduction Consultancy
Council of Fashion Designers of America,3,Council of Fashion Designers of America
Counting Crows,3,Counting Crows
COV,3,COV
CPB,3,CPB
CPEX,3,CPEX
CPP,3,CPP
Cranberries,3,Cranberries
CRB,3,CRB
Credit Agricole,3,Credit Agricole
Crédit Agricole,3,Crédit Agricole
Credit Lyonnais,3,Credit Lyonnais
Crédit Lyonnais,3,Crédit Lyonnais
Credit Suisse First Boston,3,Credit Suisse First Boston
Cronos,3,Cronos
Crosspoints,3,Crosspoints
Crown van Gelder,3,Crown van Gelder
Crown Van Gelder,3,Crown Van Gelder
CRS,3,CRS
Crucell,3,Crucell
Cruno,3,Cruno
Crystal Kelly,3,Crystal Kelly
CSA,3,CSA
CSC,3,CSC
CSC-Tiscali,3,CSC-Tiscali
CS Jodoigne,3,CS Jodoigne
CSKA,3,CSKA
CSKA Moskou,3,CSKA Moskou
CSM,3,CSM
CSN,3,CSN
CSS,3,CSS
CSS Holding,3,CSS Holding
CSU,3,CSU
CSV Apeldoorn,3,CSV Apeldoorn
C/TAC,3,C/TAC
CU,3,CU
Cue Palace,3,Cue Palace
Cue Palace Almelo,3,Cue Palace Almelo
Culture Records,3,Culture Records
Cultuur,3,Cultuur
Cultuur en Jongerenbeleid,3,Cultuur en Jongerenbeleid
Cultuur en Media,3,Cultuur en Media
Cupido,3,Cupido
Cure,3,Cure
Cutting Crew,3,Cutting Crew
CVG,3,CVG
CVP,3,CVP
CVZ,3,CVZ
D66,3,D66
Dadiflor,3,Dadiflor
Daily Express,3,Daily Express
Daily Star,3,Daily Star
DaimlerChrysler,3,DaimlerChrysler
Daimler-Chrysler,3,Daimler-Chrysler
Dallas Burn,3,Dallas Burn
Dallas Cowboys,3,Dallas Cowboys
Dalto / HumanNet,3,Dalto / HumanNet
DAT,3,DAT
Davis Cup-team,3,Davis Cup-team
DAX,3,DAX
DC United,3,DC United
DEA,3,DEA
De Artsenkrant,3,De Artsenkrant
De Bezige Bij,3,De Bezige Bij
Decca L'Oiseau-Lyre,3,Decca L'Oiseau-Lyre
De Dijk,3,De Dijk
Deens Cultureel Centrum,3,Deens Cultureel Centrum
Deep Purple,3,Deep Purple
Deetos / PrimCom,3,Deetos / PrimCom
Def,3,Def
Defence for Children,3,Defence for Children
Defence for Children International Nederland,3,Defence for Children International Nederland
Defensie,3,Defensie
Defensie-commissie,3,Defensie-commissie
Deficom,3,Deficom
De Financieel Economische Tijd,3,De Financieel Economische Tijd
De Financieel-Economische Tijd,3,De Financieel-Economische Tijd
DeGraafschap,3,DeGraafschap
De Graafschap,3,De Graafschap
Degremont,3,Degremont
De Groene Amsterdammer,3,De Groene Amsterdammer
Degroof,3,Degroof
De Groot / E & O,3,De Groot / E & O
De Groot / E&O,3,De Groot / E&O
de Haantjes,3,de Haantjes
De Halter Utrecht,3,De Halter Utrecht
De Ham,3,De Ham
De Journalist,3,De Journalist
De Kikvorsen,3,De Kikvorsen
Delatour,3,Delatour
De Lege Geaen,3,De Lege Geaen
Delft Instruments,3,Delft Instruments
Delhaize,3,Delhaize
Delhaize America,3,Delhaize America
De Lijn,3,De Lijn
Deloitte & Touche,3,Deloitte & Touche
De Lombard,3,De Lombard
Delsey,3,Delsey
Delsey Airlines,3,Delsey Airlines
Delta Force,3,Delta Force
Delta Sport,3,Delta Sport
De Meervogels,3,De Meervogels
De Mens,3,De Mens
De Mérode,3,De Mérode
DeMix,3,DeMix
Democraten,3,Democraten
Democratische Partij,3,Democratische Partij
Democratische Volkspartij,3,Democratische Volkspartij
De Morgen,3,De Morgen
De Nachtwacht,3,De Nachtwacht
Den Bosch,3,Den Bosch
De Nederlandsche Bank,3,De Nederlandsche Bank
De Nieuwe Revu,3,De Nieuwe Revu
Denizlispor,3,Denizlispor
De Persgroep,3,De Persgroep
Deportivo,3,Deportivo
Deportivo Cali,3,Deportivo Cali
Deportivo Coruna,3,Deportivo Coruna
Deportivo la Coruna,3,Deportivo la Coruna
Deportivo La Coruna,3,Deportivo La Coruna
De Post,3,De Post
De Prom,3,De Prom
Derde Infanterie Divisie,3,Derde Infanterie Divisie
De Roovers,3,De Roovers
Der Spiegel,3,Der Spiegel
Der Standard,3,Der Standard
Der Tagesspiegel,3,Der Tagesspiegel
De Standaard,3,De Standaard
de Telegraaf,3,de Telegraaf
De Telegraaf,3,De Telegraaf
DE TELEGRAAF,3,DE TELEGRAAF
De Treffers,3,De Treffers
Detroit Red Wings,3,Detroit Red Wings
Deuren,3,Deuren
dEUS,3,dEUS
Deutsche Bank,3,Deutsche Bank
Deutsche Börse,3,Deutsche Börse
Deutsche Grammophon,3,Deutsche Grammophon
Deutsche Mannschaft,3,Deutsche Mannschaft
Deutsche Post,3,Deutsche Post
Deutsche Telekom,3,Deutsche Telekom
Developmental Psychology,3,Developmental Psychology
Deventer Ziekenhuis,3,Deventer Ziekenhuis
de Volkskrant,3,de Volkskrant
De Volkskrant,3,De Volkskrant
DE VOLKSKRANT,3,DE VOLKSKRANT
De Vos-Lemmens,3,De Vos-Lemmens
De Vries Robbé,3,De Vries Robbé
Dexia,3,Dexia
Dexia Bank België,3,Dexia Bank België
Dexxon / BZ&PC,3,Dexxon / BZ&PC
De Zijl-LGB,3,De Zijl-LGB
DGF Stoess,3,DGF Stoess
DHL,3,DHL
Diamant / Tilburg,3,Diamant / Tilburg
Diamondbacks,3,Diamondbacks
Dico International,3,Dico International
Die Haghe,3,Die Haghe
Dienst Toerisme Duitsland,3,Dienst Toerisme Duitsland
Dienst voor de Transportveiligheid,3,Dienst voor de Transportveiligheid
Die Presse,3,Die Presse
Dierenartsen zonder Grenzen,3,Dierenartsen zonder Grenzen
Dierenbescherming,3,Dierenbescherming
D'Ieteren,3,D'Ieteren
Die Welt,3,Die Welt
Digital City,3,Digital City
Digital Nation,3,Digital Nation
Dijkoraad / K 7,3,Dijkoraad / K 7
Dijkoraad / Kwiek,3,Dijkoraad / Kwiek
Dimarso,3,Dimarso
Dimplex / Ekspalvo,3,Dimplex / Ekspalvo
Dinamo Kiev,3,Dinamo Kiev
Dinamo Tirana,3,Dinamo Tirana
Dinamo Zagreb,3,Dinamo Zagreb
Direkt Mail / BFC,3,Direkt Mail / BFC
DirektMail / BFC,3,DirektMail / BFC
DireStraits,3,DireStraits
Dire Straits,3,Dire Straits
Diyarbakirspor,3,Diyarbakirspor
Djurgarden,3,Djurgarden
DKC,3,DKC
DKJO,3,DKJO
DLC,3,DLC
DM,3,DM
DNB,3,DNB
DNC De Nederlanden Compagnie,3,DNC De Nederlanden Compagnie
DocData,3,DocData
DOCdata,3,DOCdata
Dockside,3,Dockside
Doema,3,Doema
Dolmen,3,Dolmen
Domo,3,Domo
Domo / Farm Frites,3,Domo / Farm Frites
Domo-Farm Frites,3,Domo-Farm Frites
Donitas,3,Donitas
Donna,3,Donna
Dood Paard,3,Dood Paard
Doors,3,Doors
Dordtsche Petroleum,3,Dordtsche Petroleum
Doris,3,Doris
DOS'46,3,DOS'46
DOS-WK,3,DOS-WK
DOV,3,DOV
DOV / Klaver Lelie,3,DOV / Klaver Lelie
DOVO,3,DOVO
Dow,3,Dow
Dow Chemicals,3,Dow Chemicals
DPA,3,DPA
DPA Financial People,3,DPA Financial People
DPA Holding,3,DPA Holding
Drachtster Boys,3,Drachtster Boys
Draka,3,Draka
Draka Holding,3,Draka Holding
DSB,3,DSB
DSM,3,DSM
Dte,3,Dte
DTE,3,DTE
Duinzigt Den Haag,3,Duinzigt Den Haag
Duitse Nationale Dienst voor Toerisme,3,Duitse Nationale Dienst voor Toerisme
Duivels,3,Duivels
Dumeco,3,Dumeco
Dunaferr Dunaujvaros,3,Dunaferr Dunaujvaros
Dundee FC,3,Dundee FC
Dundee United,3,Dundee United
Dunfermline,3,Dunfermline
Dutchbat,3,Dutchbat
Dutchbat III,3,Dutchbat III
Dutchtbat,3,Dutchtbat
DVS'33,3,DVS'33
DWK,3,DWK
Dynamo,3,Dynamo
Dynamo Kiev,3,Dynamo Kiev
DYP,3,DYP
Dyson,3,Dyson
EADS,3,EADS
Eagles,3,Eagles
Eastborn Volco,3,Eastborn Volco
Eastman Kodak,3,Eastman Kodak
Easyjet,3,Easyjet
EBBC,3,EBBC
EBBC den Bosch,3,EBBC den Bosch
EBBC Den Bosch,3,EBBC Den Bosch
EBU,3,EBU
EC,3,EC
ECB,3,ECB
ECD,3,ECD
EchoStar,3,EchoStar
Ecolo,3,Ecolo
Economie,3,Economie
Economie en Arbeid,3,Economie en Arbeid
Economische Controledienst,3,Economische Controledienst
Economische Zaken,3,Economische Zaken
Economische Zaken en Werkgelegenheid,3,Economische Zaken en Werkgelegenheid
Econosto,3,Econosto
Ecowas,3,Ecowas
ECOWAS,3,ECOWAS
EDS,3,EDS
EDX Londen,3,EDX Londen
Eenwording,3,Eenwording
Eerste Kamer,3,Eerste Kamer
Efecot,3,Efecot
Effectenbeurs,3,Effectenbeurs
Egis Port,3,Egis Port
Eidai Madeiras do Brasil S.A.,3,Eidai Madeiras do Brasil S.A.
Eiffeltowers,3,Eiffeltowers
EiffelTowers,3,EiffelTowers
Eindhovens Dagblad,3,Eindhovens Dagblad
El Al,3,El Al
Elazigspor,3,Elazigspor
Electrabel,3,Electrabel
Electric Bebop Band,3,Electric Bebop Band
Electro 80,3,Electro 80
Electrolux,3,Electrolux
Elinkwijk,3,Elinkwijk
El Pais,3,El Pais
Elsa,3,Elsa
Elsevier,3,Elsevier
Emancipatie en Familiezaken,3,Emancipatie en Familiezaken
Emba,3,Emba
Emis,3,Emis
Emmen,3,Emmen
Empoli,3,Empoli
EM.TV,3,EM.TV
Endemol,3,Endemol
Eneco,3,Eneco
Energie Cottbus,3,Energie Cottbus
Eni,3,Eni
Enron,3,Enron
Enviro,3,Enviro
Enviro-Chem Systems,3,Enviro-Chem Systems
Environnement,3,Environnement
EO,3,EO
E & O,3,E & O
E&O,3,E&O
EOC,3,EOC
EOD,3,EOD
E.on,3,E.on
E. on,3,E. on
EPA,3,EPA
EPLF,3,EPLF
EPZ,3,EPZ
Erasmushogeschool Brussel,3,Erasmushogeschool Brussel
Erasmus Universiteit,3,Erasmus Universiteit
Eredivisie NV,3,Eredivisie NV
Ericsson,3,Ericsson
Eriks,3,Eriks
Eritrean People's Liberation Front,3,Eritrean People's Liberation Front
Ernst & Young,3,Ernst & Young
Esa,3,Esa
ESA,3,ESA
ESB,3,ESB
e-Services,3,e-Services
ESF,3,ESF
Esko Graphics,3,Esko Graphics
Espanyol,3,Espanyol
Esquela Libre de Ingeniera,3,Esquela Libre de Ingeniera
Essent,3,Essent
Essent Milieu,3,Essent Milieu
Essent Sneek,3,Essent Sneek
Esso,3,Esso
ETA,3,ETA
Etos,3,Etos
EU,3,EU
Eurocontrol,3,Eurocontrol
Eurocross International,3,Eurocross International
EuroCross International,3,EuroCross International
Eurodiesel,3,Eurodiesel
Euro Disney,3,Euro Disney
Euronext,3,Euronext
EuroNext,3,EuroNext
Euronext Brussel,3,Euronext Brussel
Europarlement,3,Europarlement
European Broadcasting Union,3,European Broadcasting Union
European Laboratory for Structuring Engineering,3,European Laboratory for Structuring Engineering
European Scientific Working Group on Influenza,3,European Scientific Working Group on Influenza
European Voice,3,European Voice
Europees Hof,3,Europees Hof
Europees Hof voor de Rechten van de Mens,3,Europees Hof voor de Rechten van de Mens
Europees Parlement,3,Europees Parlement
Europees Sociaal Forum,3,Europees Sociaal Forum
Europese Centrale Bank,3,Europese Centrale Bank
Europese Commissie,3,Europese Commissie
Europese Conventie,3,Europese Conventie
Europese Gemeenschap,3,Europese Gemeenschap
Europese Hof,3,Europese Hof
Europese Hof van Justitie,3,Europese Hof van Justitie
Europese Hof voor de Mensenrechten,3,Europese Hof voor de Mensenrechten
Europese Parlement,3,Europese Parlement
Europese Raad,3,Europese Raad
Europese Ruimtevaartorganisatie,3,Europese Ruimtevaartorganisatie
Europese Unie,3,Europese Unie
Europese Voedselautoriteit,3,Europese Voedselautoriteit
Europese Zaken,3,Europese Zaken
Europol,3,Europol
Eurostar,3,Eurostar
Eurythmics,3,Eurythmics
Euskaltel,3,Euskaltel
EVC,3,EVC
EVC International,3,EVC International
Everton,3,Everton
EVRM,3,EVRM
Exact,3,Exact
Exact Holding,3,Exact Holding
Excelsior,3,Excelsior
Excelsior'20,3,Excelsior'20
Exc. Moeskroen,3,Exc. Moeskroen
Exendis,3,Exendis
Explosieven Opruimingscommando,3,Explosieven Opruimingscommando
Explosieven Opruimings Commando,3,Explosieven Opruimings Commando
Explosieven Opruimingsdienst,3,Explosieven Opruimingsdienst
Exportorgaan,3,Exportorgaan
Export Vlaanderen,3,Export Vlaanderen
Extremis,3,Extremis
EZ,3,EZ
Ezana Mining Development,3,Ezana Mining Development
Fabiolaziekenhuis,3,Fabiolaziekenhuis
Faithless,3,Faithless
Famagusta,3,Famagusta
FAO,3,FAO
FARC,3,FARC
Farm Friters,3,Farm Friters
Farm Frites,3,Farm Frites
Fassa Bartolo,3,Fassa Bartolo
Fatah,3,Fatah
Fatah-beweging,3,Fatah-beweging
FBI,3,FBI
FC Antwerp,3,FC Antwerp
FC Barcelona,3,FC Barcelona
FC Basel,3,FC Basel
FC Den Bosch,3,FC Den Bosch
FC Dordrecht,3,FC Dordrecht
FC Eindhoven,3,FC Eindhoven
FC Fulham,3,FC Fulham
FC Groningen,3,FC Groningen
FC Hilversum,3,FC Hilversum
FC Kaiserslautern,3,FC Kaiserslautern
FC Kopenhagen,3,FC Kopenhagen
FC Lisse,3,FC Lisse
FC Lorient,3,FC Lorient
FC Midtjylland,3,FC Midtjylland
FC Nantes,3,FC Nantes
FC Nürnberg,3,FC Nürnberg
FC Omniworld,3,FC Omniworld
FC Onmiworld,3,FC Onmiworld
FC Porto,3,FC Porto
FC Sevilla,3,FC Sevilla
FC Twente,3,FC Twente
FC Utrecht,3,FC Utrecht
FC Volendam,3,FC Volendam
FC Zimbru,3,FC Zimbru
FC Zwolle,3,FC Zwolle
FD,3,FD
FDD,3,FDD
FDF,3,FDF
FDP,3,FDP
FEB,3,FEB
Fed,3,Fed
FED,3,FED
Federale Verkiezingsinstituut,3,Federale Verkiezingsinstituut
Federal Reserve,3,Federal Reserve
Federatie Antroposofische Gezondheidszorg,3,Federatie Antroposofische Gezondheidszorg
Federatie van Marokkaanse Verenigingen,3,Federatie van Marokkaanse Verenigingen
Feijenoord,3,Feijenoord
Fenerbahce,3,Fenerbahce
Fepescu,3,Fepescu
Ferencvaros,3,Ferencvaros
Ferrari,3,Ferrari
Festina,3,Festina
F.E.T.,3,F.E.T.
Feyenoord,3,Feyenoord
FGTB,3,FGTB
FIA,3,FIA
Fiat,3,Fiat
Fiat Auto,3,Fiat Auto
FIDE,3,FIDE
Fifa,3,Fifa
FIFA,3,FIFA
Filharmonisch Orkest,3,Filharmonisch Orkest
Fin,3,Fin
Financial Times,3,Financial Times
Financial Times Deutschland,3,Financial Times Deutschland
Financieel Economische Tijd,3,Financieel Economische Tijd
Financieele Dagblad,3,Financieele Dagblad
Financien,3,Financien
Financiën,3,Financiën
FIOD,3,FIOD
Fiqas / Aalsmeer,3,Fiqas / Aalsmeer
FIS,3,FIS
Fiscale Inlichtingen- en Opsporingsdienst,3,Fiscale Inlichtingen- en Opsporingsdienst
FKM,3,FKM
FK Sarajevo,3,FK Sarajevo
Flamengo,3,Flamengo
Flanders Language Valley,3,Flanders Language Valley
Fleurop Interflora,3,Fleurop Interflora
Flevo Boys,3,Flevo Boys
Floralux,3,Floralux
Florie / Vrevok,3,Florie / Vrevok
FLV,3,FLV
FMO,3,FMO
FN,3,FN
FN Herstal,3,FN Herstal
FNV,3,FNV
FNV Bondgenoten,3,FNV Bondgenoten
FNV Ledenservice,3,FNV Ledenservice
Fokker,3,Fokker
FOMC,3,FOMC
Fonds voor Beeldende Kunsten,3,Fonds voor Beeldende Kunsten
Ford,3,Ford
Ford Genk,3,Ford Genk
Formido / Heerenveen,3,Formido / Heerenveen
Formule 1-commissie,3,Formule 1-commissie
Fornix,3,Fornix
Fornix Biosciences,3,Fornix Biosciences
Fortis,3,Fortis
Fortis AG,3,Fortis AG
Fortis Bank,3,Fortis Bank
Fortis België,3,Fortis België
Fortis Nederland,3,Fortis Nederland
Fortuna,3,Fortuna
Fortuna Sittard,3,Fortuna Sittard
Forum voor Vredesactie,3,Forum voor Vredesactie
Foundation,3,Foundation
Fox Kids Europe,3,Fox Kids Europe
FPÖ,3,FPÖ
FR2,3,FR2
FR 2,3,FR 2
France 2,3,France 2
France Soir,3,France Soir
France Telecom,3,France Telecom
France Télécom,3,France Télécom
France Tilicom,3,France Tilicom
Frans Maas,3,Frans Maas
Freedom Forum,3,Freedom Forum
Freenet,3,Freenet
Free Record Shop,3,Free Record Shop
Friesch Dagblad,3,Friesch Dagblad
Front voor de Souvereiniteit van de Molukken,3,Front voor de Souvereiniteit van de Molukken
Frugo,3,Frugo
FSB,3,FSB
FSV Kroppach,3,FSV Kroppach
FT,3,FT
Fugro,3,Fugro
Fulham,3,Fulham
Fürst,3,Fürst
FVT / De Keij,3,FVT / De Keij
G14,3,G14
G7,3,G7
G. A. Eagles,3,G. A. Eagles
G.A. Eagles,3,G.A. Eagles
GA Eagles,3,GA Eagles
Gaia,3,Gaia
Galatasaray,3,Galatasaray
GAM,3,GAM
Gamesa,3,Gamesa
Gamma,3,Gamma
Gasunie,3,Gasunie
Gazet van Antwerpen,3,Gazet van Antwerpen
Gaziantepspor,3,Gaziantepspor
GBL,3,GBL
G. Bordeaux,3,G. Bordeaux
GE,3,GE
Gedeputeerde Staten,3,Gedeputeerde Staten
Gedeputeerde Staten van Gelderland,3,Gedeputeerde Staten van Gelderland
Geldnet,3,Geldnet
Gelijke Kansen,3,Gelijke Kansen
Gemeenschaps Partij,3,Gemeenschaps Partij
Gemeentebelangen,3,Gemeentebelangen
Gemeentekrediet,3,Gemeentekrediet
Gemeentelijke Fusieschool,3,Gemeentelijke Fusieschool
Gemeentelijke Holding,3,Gemeentelijke Holding
Gemplus,3,Gemplus
Genclerbirligi,3,Genclerbirligi
Generale,3,Generale
General Electric,3,General Electric
Generale Maatschappij,3,Generale Maatschappij
Generali,3,Generali
General Motors,3,General Motors
Genesis,3,Genesis
Genk,3,Genk
Genotschap,3,Genotschap
Genotschap der Bierproevers,3,Genotschap der Bierproevers
Germinal,3,Germinal
Germinal Beerschot,3,Germinal Beerschot
Germinal Ekeren,3,Germinal Ekeren
Gerolsteiner,3,Gerolsteiner
Gestapo,3,Gestapo
Getronics,3,Getronics
Getronics Nederland,3,Getronics Nederland
Geveke,3,Geveke
Gewapende Islamitische Groep,3,Gewapende Islamitische Groep
GG & GD,3,GG & GD
Giants,3,Giants
GIB,3,GIB
Gil Vicente,3,Gil Vicente
GIMV,3,GIMV
Gimvindus,3,Gimvindus
GL,3,GL
Glasgow Rangers,3,Glasgow Rangers
Glasg. Rangers,3,Glasg. Rangers
Glaverbel,3,Glaverbel
GlaxoSmithKline,3,GlaxoSmithKline
Global Alliance on Commodities and Coffee,3,Global Alliance on Commodities and Coffee
Global Asset Capital,3,Global Asset Capital
Global Relief Foundation,3,Global Relief Foundation
GM,3,GM
Go Ahead Eagles,3,Go Ahead Eagles
GOG Gudme,3,GOG Gudme
Go Jazz,3,Go Jazz
Golden Earring,3,Golden Earring
Goldman,3,Goldman
Goldman Sachs,3,Goldman Sachs
Goldman Sachs-bank,3,Goldman Sachs-bank
Golkar,3,Golkar
Gorki,3,Gorki
Gorky,3,Gorky
Gouda Vuurvast,3,Gouda Vuurvast
Göztepe,3,Göztepe
GPV,3,GPV
Graafschap,3,Graafschap
Grafisch Lyceum Utrecht,3,Grafisch Lyceum Utrecht
GRANDO GZC / DONK,3,GRANDO GZC / DONK
Grasshoppers,3,Grasshoppers
Grazer AK,3,Grazer AK
Great Council of Chiefs,3,Great Council of Chiefs
Greenpeace,3,Greenpeace
Groenen,3,Groenen
Groene Ster,3,Groene Ster
Groen Geel,3,Groen Geel
Groeninghe-Ten Bos,3,Groeninghe-Ten Bos
Groenlinks,3,Groenlinks
GroenLinks,3,GroenLinks
Groep De Jong,3,Groep De Jong
Groep-De Jong,3,Groep-De Jong
Groep Geleide Wapens,3,Groep Geleide Wapens
Grolsch,3,Grolsch
Grondstoffeninspectie,3,Grondstoffeninspectie
Grontmij,3,Grontmij
Grote Prijs van Wallonië,3,Grote Prijs van Wallonië
Grünen,3,Grünen
Grusonia,3,Grusonia
GS,3,GS
GTI-Reiscompas,3,GTI-Reiscompas
Guardia Civil,3,Guardia Civil
Gucci,3,Gucci
Guimaraes,3,Guimaraes
Guimardstraat,3,Guimardstraat
Guingamp,3,Guingamp
Gulf,3,Gulf
Guns 'n Roses,3,Guns 'n Roses
Guns n' Roses,3,Guns n' Roses
Guns ' N Roses,3,Guns ' N Roses
Gutenbic,3,Gutenbic
GUTENBIC,3,GUTENBIC
GvA,3,GvA
GVVV,3,GVVV
GWK,3,GWK
Gyproc,3,Gyproc
Gyproc Benelux,3,Gyproc Benelux
GZP,3,GZP
Haagsche,3,Haagsche
Haagsche RC,3,Haagsche RC
Haaretz,3,Haaretz
Ha'aretz,3,Ha'aretz
Haarlem,3,Haarlem
Hagemeyer,3,Hagemeyer
Hajduk Split,3,Hajduk Split
HAK,3,HAK
HAL Trust,3,HAL Trust
Hamas,3,Hamas
Hamburger SV,3,Hamburger SV
Handel,3,Handel
Hannaford,3,Hannaford
Hannover 96,3,Hannover 96
Hansa Rostock,3,Hansa Rostock
Hapoel,3,Hapoel
Hapoel TA,3,Hapoel TA
Hapoel Tel Aviv,3,Hapoel Tel Aviv
Harkatul Mojahedin al Alami,3,Harkatul Mojahedin al Alami
Harkemase Boys,3,Harkemase Boys
Harley Davidson,3,Harley Davidson
Harper's Bazaar,3,Harper's Bazaar
Harvard Medical School,3,Harvard Medical School
Haslemere,3,Haslemere
Haven Brussel,3,Haven Brussel
Haven van Brussel,3,Haven van Brussel
Havi-TV,3,Havi-TV
HBG,3,HBG
HBO-raad,3,HBO-raad
HBvL,3,HBvL
HCAW,3,HCAW
HCC,3,HCC
HCKZ,3,HCKZ
HdP,3,HdP
Hearts,3,Hearts
Heerenveen,3,Heerenveen
Heijmans,3,Heijmans
Heineken,3,Heineken
Heineken Holding,3,Heineken Holding
Hellas,3,Hellas
Hell's Angels,3,Hell's Angels
Helmond Sp.,3,Helmond Sp.
Helmond Sport,3,Helmond Sport
Helvoet,3,Helvoet
Hema,3,Hema
Hendrix Meat Group,3,Hendrix Meat Group
Hengelhoef,3,Hengelhoef
Henk ten Hoor / DTK,3,Henk ten Hoor / DTK
Heracles,3,Heracles
Heracles Alm,3,Heracles Alm
Heracles Almelo,3,Heracles Almelo
Herald Tribune,3,Herald Tribune
Hercules,3,Hercules
Hercules Amsterdam,3,Hercules Amsterdam
Hercules Dordrecht,3,Hercules Dordrecht
Hermes DVS,3,Hermes DVS
Hertha,3,Hertha
Hertha BSC,3,Hertha BSC
HES Beheer,3,HES Beheer
Het Belang van Limburg,3,Het Belang van Limburg
Het Laatste Nieuws,3,Het Laatste Nieuws
het Muziek Lod,3,het Muziek Lod
Het Net,3,Het Net
Het Nieuwsblad,3,Het Nieuwsblad
Het Parool,3,Het Parool
HET PAROOL,3,HET PAROOL
Het Spectrum,3,Het Spectrum
Het Volk,3,Het Volk
Hexcel Welkenraedt,3,Hexcel Welkenraedt
Hezbollah,3,Hezbollah
HGC,3,HGC
HHW Cuba,3,HHW Cuba
Hibernian,3,Hibernian
Hill & Knowlton,3,Hill & Knowlton
Hirondelle,3,Hirondelle
Hitlerjugend,3,Hitlerjugend
Hit Nova Gorcia,3,Hit Nova Gorcia
HITT,3,HITT
HK Vojvodina,3,HK Vojvodina
HLN,3,HLN
H&M,3,H&M
HMG,3,HMG
Hochheimer Herrnberg,3,Hochheimer Herrnberg
Hoek,3,Hoek
Hof,3,Hof
